koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments,kutans
3209,Azadogly,Азадоглы,Lezgian,NA,Lezgian,NA,TRUE,Азат-оглы,Азад-оглы (Азадуглы),Азад-Оглы,Азадоглы,36,42,295,1695,41.83019,48.448480000000004,Daghestan,NA,37.29150390625,NA,not_kutan
227,NA,Азалала,Andi,верхне-андийски,NA,NA,NA,NA,NA,Азалала,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
4739,Azilta,Азильта,Tsez,цезский,Tsez,NA,TRUE,Азильта,Азильта (Азцло),Азильта,Азильта,79,86,21,246,42.260166,45.938182,Daghestan,NA,1986.77307128906,NA,not_kutan
727,NA,Айламабут,Kumyk,NA,NA,NA,NA,NA,NA,Айламабут,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
9034,NA,Айлигуб-Махи,Dargwa,цуд.,NA,NA,NA,NA,Айлигуб-Махи,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,Aymaki,Аймаки,Avar,NA,Avar,NA,TRUE,Аймаки,Аймаки (Аймеки),Аймаки,Аймаки,663,748,884,2342,42.5342,47.1383,Daghestan,NA,1282.49133300781,NA,not_kutan
1833,Aymaumakhi,Аймаумахи,Dargwa,сев.,Dargwa,NA,TRUE,NA,Аймаула,Аймац-Махи,Аймаумахи,NA,190,356,255,42.363756,47.575203,Daghestan,NA,1175.51672363281,NA,not_kutan
1391,NA,Айнего-Махи,Dargwa,цуд.,NA,NA,NA,NA,NA,Айнего-Махи,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
1739,Aynikab,Айникаб,Dargwa,цуд.,Dargwa,NA,TRUE,Айлакав-Махи,Айлакаб-Махи,Айла-Кав,Айникаб,162,195,73,103,42.369307,47.216093,Daghestan,NA,1565.57507324219,NA,not_kutan
1293,Aynikabmakhi,Айникабмахи,Dargwa,сев.,Dargwa,NA,TRUE,Айникаб,Айникаб-Махи,Айни Каб,Айникабмахи,327,373,146,380,42.26679,47.36264,Daghestan,NA,1481.97375488281,NA,not_kutan
1599,Aynurbimakhi,Айнурбимахи,Dargwa,сев.,Dargwa,NA,TRUE,NA,Айнурби,Айнурви-Махи,Айнурбимахи,NA,321,390,287,42.29623,47.58462,Daghestan,NA,1204.91027832031,NA,not_kutan
1541,Aysalakak,Айсалакак,Dargwa,сев.,Dargwa,NA,TRUE,NA,Айсалакак,Айсала-Как,Айсалакак,NA,45,81,21,42.374896,47.474825,Daghestan,NA,1476.25439453125,NA,not_kutan
8017,Aytkhan,Айтхан,NA,NA,Andi,NA,NA,NA,NA,NA,Айтхан,NA,NA,NA,379,43.69773,46.82498,Daghestan,NA,-8.53425312042236,NA,kutan
879,Akaytala,Акайтала,Avar,NA,Avar,NA,TRUE,NA,NA,Акайтала,Акайтала,NA,NA,197,688,43.03176,46.92583,Daghestan,NA,475.864715576172,NA,not_kutan
1803,NA,Акаль-Махи,Lak,NA,NA,NA,NA,NA,NA,Акаль-Махи,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
3897,Akaro (Yazykovka),Акаро,Chechen,NA,Avar,NA,FALSE,NA,NA,Эзиков,Акаро,NA,NA,90,173,43.352007,46.977198,Daghestan,NA,-7.03167057037354,NA,kutan
1717,NA,Акасса,Dargwa,сирхинско-тантынский,NA,NA,NA,NA,NA,Акасса,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
4677,Akdy,Акды,Tsez,цезский,Tsez,NA,TRUE,Акиди,Акиды (Акты),Акти,Акды,65,64,47,53,42.25829,45.82798,Daghestan,NA,2121.26440429688,NA,not_kutan
2295,Akka,Акка,Tabasaran,NA,Tabasaran,NA,TRUE,Агка (Ака),"Агка (Ака, Ахчка, Аква)",Акка,Акка,122,124,134,599,41.92686,47.9297,Daghestan,NA,741.257202148438,NA,not_kutan
2295,Akka,Акка,Tabasaran,NA,Chechen,NA,FALSE,Агка (Ака),"Агка (Ака, Ахчка, Аква)",Акка,Акка,122,124,134,599,42.856944,45.240278000000004,Chechnya,NA,1772.53979492188,NA,not_kutan
217,NA,Акнада,Tindi,NA,NA,NA,NA,Акнада,"Акнода (Аканада, Ашанажи)",Акнода,Акнада,502,503,519,120,NA,NA,NA,NA,NA,Кизилюртовский район,NA
217,Aknada,Акнада,Tindi,NA,Tindi,NA,TRUE,Акнада,"Акнода (Аканада, Ашанажи)",Акнода,Акнада,502,503,519,120,42.4024828,46.1693204,Daghestan,NA,1756.12231445313,Цумадинский район,not_kutan
8101,NA,Акнада,NA,NA,NA,NA,NA,NA,NA,NA,Акнада,NA,NA,NA,4010,NA,NA,NA,NA,NA,Кизилюртовский район,NA
8101,Aknada,Акнада,NA,NA,Tindi,NA,NA,NA,NA,NA,Акнада,NA,NA,NA,4010,42.4024828,46.1693204,Daghestan,NA,1756.12231445313,Цумадинский район,not_kutan
1287,Akusha,Акуша,Dargwa,сев.,Dargwa,NA,TRUE,Акуша,Акуша,Акуши,Акуша,1988,2349,2512,4700,42.275664,47.340107,Daghestan,NA,1391.779296875,NA,not_kutan
1287,Akusha,Акуша,Dargwa,сев.,Dargwa,NA,TRUE,Акуша,Панжук,Акуши,Акуша,1988,953,2512,4700,42.275664,47.340107,Daghestan,NA,1391.779296875,NA,not_kutan
1033,Akushali,Акушали,Avar,NA,Avar,NA,TRUE,NA,NA,Акушали,Акушали,NA,NA,85,51,42.4992,46.9504,Daghestan,NA,1617.04846191406,NA,not_kutan
219,Alak,Алак,Avar,NA,Avar,NA,TRUE,Алак,Алакъ (Алади),Алак,Алак,665,654,779,2759,42.6092,46.1972,Daghestan,NA,1810.92053222656,NA,not_kutan
747,NA,Алитала,Kumyk,NA,NA,NA,NA,NA,NA,Алитала,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1385,Alikhanmakhi,Алиханмахи,Dargwa,цуд.,Dargwa,NA,TRUE,Али-Хан-Махи,Алихан-Махи,Алихан-Махи,Алиханмахи,405,395,340,831,42.33194,47.26602,Daghestan,NA,1555.15637207031,NA,not_kutan
3031,Alkadar,Алкадар,Lezgian,NA,Lezgian,NA,TRUE,Алкодар (Аулкодар),Алкадар (Аулкодар),Алкадар,Алкадар,397,368,324,970,41.7163,48.08667,Daghestan,NA,631.227966308594,NA,not_kutan
3363,NA,Алкадар-Казмаляр,Lezgian,NA,NA,NA,NA,NA,NA,Алкадар-Казмаляр,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
3245,NA,Алла-Кавах,Lezgian,NA,NA,NA,NA,NA,NA,Алла-Кавах,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA
1691,Allate,Аллате,Dargwa,цуд.,Dargwa,NA,TRUE,NA,Алалти-Махи,Аллате,Аллате,NA,455,551,713,42.369057,47.184036,Daghestan,NA,1388.552734375,NA,not_kutan
3827,Almalo,Алмало,Russian,NA,Avar,NA,FALSE,NA,NA,Алмоло,Алмало,NA,NA,24,1620,43.0967,47.2253,Daghestan,NA,10.9668636322022,NA,not_kutan
2101,NA,Алхаджакент,Kumyk,NA,NA,NA,NA,Алхаджа-кент,Алходжа-Кент (Алха-Кент),Ахлоджакент,Алхаджакент,2034,2039,1314,2411,NA,NA,NA,NA,NA,NA,NA
923,NA,Алчуниб,Archi,верхне-андийски,NA,NA,NA,NA,NA,Алчуни,Алчуниб,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA
3667,NA,Альбурикент,Kumyk,NA,NA,NA,NA,Альбору-кент,"Альбору-Кент (Альборю-кент, А.-гент, Альбори-кент)",Альбурикент,Альбурикент,429,503,413,12417,NA,NA,NA,NA,NA,NA,NA
1497,Amalte,Амалте,Dargwa,цуд.,Dargwa,NA,TRUE,Аммалты-Махи,Аммалти-Махи,Амалты-Махи,Амалте,153,197,166,272,42.42457,47.11047,Daghestan,NA,1111.91564941406,NA,not_kutan
265,NA,Аманы,Botlikh,NA,NA,NA,NA,NA,NA,Аманы,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
1389,Ameterkmakhi,Аметеркмахи,Dargwa,цуд.,Dargwa,NA,TRUE,Аметерк-Махи,"Аматерк-Махи (Амед-Терк-Махи, Улхулахар)",Аметерк-Махи,Аметеркмахи,725,721,441,2139,42.33081,47.213539,Daghestan,NA,1137.05822753906,NA,not_kutan
1509,NA,Амир-Али,Avar,NA,NA,NA,NA,NA,NA,Амир-Али,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1049,NA,Амир-Харик,Avar,NA,NA,NA,NA,NA,NA,Амир-Харик,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,Амирала,Avar,NA,NA,NA,NA,NA,NA,Амирала,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,Амитль,Avar,NA,NA,NA,NA,NA,NA,Амитль,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA
15,Amishta,Амишта,Avar,NA,Avar,NA,TRUE,Амишта (Гамишта),Амишта (Гамишта),Амишта,Амишта,122,141,135,129,42.62967,46.552971,Daghestan,NA,1484.29345703125,NA,not_kutan
1777,NA,Амма-Лухи-Махи,Dargwa,цуд.,NA,NA,NA,NA,NA,Амма-Лухи-Махи,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
3925,NA,Амсар,Rutul,NA,NA,NA,NA,Амсар (Амсур),Амсар (Амсур),Амсар,Амсар,341,347,309,461,NA,NA,NA,NA,NA,NA,NA
2353,NA,Амузги,Dargwa,амузг.-шир.,NA,NA,NA,Амузгя (?),"Амузия (Амызга, Амузга)",Амугзия,Амузги,210,212,201,0,NA,NA,NA,NA,NA,NA,NA
3455,NA,Амух,Dargwa,амухский,NA,NA,NA,Амух (Амоки),Амух (Амоки),Амух,Амух,327,350,304,118,NA,NA,NA,NA,NA,NA,NA
21,Amushi Bol'shoe,Амущи Большое,Avar,NA,Avar,NA,TRUE,Амуши-большие (Бакта-Гамуши),Амуши Большие (Бакта Амуши),Амуши больш.,Амущи Большое,581,550,551,1510,42.63752,46.4864,Daghestan,NA,1033.43017578125,NA,not_kutan
23,Amushi Maloe,Амущи Малое,Avar,NA,Avar,NA,TRUE,Амуши малые  (Хунда-Амуши),Амуши Малые (Хунда Амуши),Амуши малый,Амущи Малое,159,137,187,126,42.650445,46.487815,Daghestan,NA,825.459167480469,NA,not_kutan
4187,Anada,Анада,Avar,NA,Avar,NA,TRUE,Аада,Аада (Агада),Апада,Анада,59,0,38,50,42.17306,46.36917,Daghestan,NA,1882.53393554688,NA,not_kutan
221,Angida,Ангида,Tindi,NA,Tindi,NA,TRUE,Ангида,Ангида,Ангида,Ангида,471,426,517,7,42.43279,46.1924,Daghestan,NA,1881.74572753906,NA,not_kutan
8013,Andi,Анди,NA,NA,Andi,NA,NA,NA,NA,NA,Анди,NA,NA,NA,5590,42.7856,46.2639,Daghestan,NA,1585.87963867188,NA,not_kutan
8059,NA,Андреевка,NA,NA,NA,NA,NA,NA,NA,NA,Андреевка,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,NA
8006,Anduz,Андуз,NA,NA,Karata,NA,NA,NA,NA,NA,Андуз,NA,NA,NA,154,43.52361,46.87639,Daghestan,NA,-8,NA,kutan
225,NA,Анды,Andi,верхне-андийски,NA,NA,NA,Анди,Анди (Куанналъ),Анды,NA,2787,1703,2261,NA,NA,NA,NA,NA,NA,NA,NA
25,Andykh,Андых,Avar,NA,Avar,NA,TRUE,Андик (Хандик),Андых (Андикъ),Андых,Андых,557,595,602,971,42.5119,46.5939,Daghestan,NA,1528.25048828125,NA,not_kutan
473,NA,Анисучи,Tindi,NA,NA,NA,NA,NA,NA,Анисучи,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
3457,Anklukh,Анклух,Dargwa,амухский,Dargwa,NA,TRUE,Анклуг (Анклёги),"Анклуг (Анклух, Анклеги, Анклюглу)",Анклух,Анклух,189,177,195,13,41.91667,47.53333,Daghestan,NA,1976.40209960938,NA,not_kutan
249,Ansalta,Ансалта,Avar,NA,Avar,NA,TRUE,Аисалта,"Ансалты (Ансалта, Ансалъ)",Ансальта,Ансалта,1265,1381,1373,4598,42.6939,46.1147,Daghestan,NA,1103.71447753906,NA,not_kutan
2235,NA,Антиль,Dargwa,кайт.,NA,NA,NA,Антиль,Антиль,Антиль,NA,133,132,139,NA,NA,NA,NA,NA,NA,NA,NA
8022,Ankhvala,Анхвала,NA,NA,Avar,NA,NA,NA,NA,NA,Анхвала,NA,NA,NA,309,43.65583,46.90389,Daghestan,NA,-12,NA,kutan
475,NA,Анхи,Tindi,NA,NA,NA,NA,NA,NA,Анхи,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,Анхо,Avar,NA,NA,NA,NA,NA,NA,Анхо,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,?,NA
469,NA,Анхо,Avar,NA,NA,NA,NA,NA,NA,Анхо,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,?,NA
567,NA,Анхо,Andi,верхне-андийски,NA,NA,NA,NA,NA,Анхо,Анхо,NA,NA,28,37,NA,NA,NA,NA,NA,?,NA
567,NA,Анхо,Andi,верхне-андийски,NA,NA,NA,NA,NA,Анхо,Анхо,NA,NA,28,37,NA,NA,NA,NA,NA,?,NA
253,Anchik (Anchikh),Анчик,Karata,карат.,Karata,NA,TRUE,Анчик  (Анчиди),Анчикъ (Анчиди),Анчик,Анчик,571,664,813,817,42.608098,46.271717,Daghestan,NA,1196.12072753906,NA,not_kutan
873,Apshi,Апши,Kumyk,NA,Avar,NA,FALSE,Анши (Ганши),"Апши (Абши, Г-)",Хапши,Апши,1487,1431,1832,1655,42.6094,47.1742,Daghestan,NA,1209.52526855469,NA,not_kutan
2065,NA,Араблинский 1005 вер.,Russian,NA,NA,NA,NA,NA,NA,Араблинский 1005 вер.,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2067,NA,Араблинский 1007 вер.,Russian,NA,NA,NA,NA,NA,NA,Араблинский 1007 вер.,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2061,NA,Араблинский 1015 вер.,Russian,NA,NA,NA,NA,NA,NA,Араблинский 1015 вер.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2063,NA,Араблинский 1017 вер.,North Azerbaijani,NA,NA,NA,NA,NA,NA,Араблинский 1017 вер.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2057,NA,Араблинское,Russian,NA,NA,NA,NA,NA,NA,Араблинский,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
2057,NA,Араблинское,Russian,NA,NA,NA,NA,NA,NA,Араблинский,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
2059,NA,Араблинское,Lak,NA,NA,NA,NA,NA,NA,Араблинский,Араблинское,NA,NA,12,2175,NA,NA,NA,NA,NA,NA,NA
2059,NA,Араблинское,Lak,NA,NA,NA,NA,NA,NA,Араблинский,Араблинское,NA,NA,12,2175,NA,NA,NA,NA,NA,NA,NA
3117,NA,Араг-Казмаляр,Lezgian,NA,NA,NA,NA,NA,NA,Араг-Казмаляр,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
2105,Arak,Арак,Tabasaran,NA,Tabasaran,NA,TRUE,Арак,Арак,Арак,Арак,318,322,315,462,41.96112,47.98984,Daghestan,NA,726.893981933594,NA,not_kutan
27,Arakani,Аракани,Avar,NA,Avar,NA,TRUE,Араканы (Харакуни),Араканы (Харакуни),Араканы,Аракани,1050,1190,882,1638,42.610078,46.991711,Daghestan,NA,858.093566894531,NA,not_kutan
3929,Arakul,Аракул,Lak,NA,Lak,NA,TRUE,Арахкул (Деккюль),"Аракуль (Арахкуль, Деккюль)",Аракул,Аракул,532,554,481,423,41.77377,47.21238,Daghestan,NA,2117.37841796875,NA,not_kutan
3723,NA,Арала,Dargwa,сев.,NA,NA,NA,NA,NA,Арала,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1631,Arassamakhi,Арассамахи,Dargwa,сирхинско-тантынский,Dargwa,NA,TRUE,Араса-Махи,Араса-Махи,Араса-Махи,Арассамахи,57,31,49,30,42.0579,47.40111,Daghestan,NA,1823.64318847656,NA,not_kutan
1633,NA,Арахара-Махи,Dargwa,сирхинско-тантынский,NA,NA,NA,NA,NA,Арахара-Махи,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1601,Arachanamakhi,Арачанамахи,Dargwa,сев.,Dargwa,NA,TRUE,NA,NA,Арачана-Махи,Арачанамахи,NA,NA,65,187,42.31923,47.58202,Daghestan,NA,1124.91882324219,NA,not_kutan
1433,NA,Арга-Буршна,Dargwa,цуд.,NA,NA,NA,NA,NA,Арга-Буршна,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
257,Argvani,Аргвани,Avar,NA,Avar,NA,TRUE,Аргуани,Аргуани,Аргуани,Аргвани,914,958,974,797,42.8128,46.5792,Daghestan,NA,1593.82104492188,NA,not_kutan
659,Arkas,Аркас,Avar,NA,Avar,NA,TRUE,Аркась,Аркас (Гаркас),Аркас,Аркас,140,146,268,317,42.65194,47.13833,Daghestan,NA,1281.19482421875,NA,not_kutan
8198,NA,Аркаскент,NA,NA,NA,NA,NA,NA,NA,NA,Аркаскент,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA
2111,Arkit,Аркит,Tabasaran,NA,Tabasaran,NA,TRUE,Аркит,Аркит,Аркит,Аркит,359,404,422,608,41.947308,48.014025,Daghestan,NA,651.925903320312,NA,not_kutan
3151,Arsug,Арсуг,Aghul,кошанский,Aghul,NA,TRUE,Арсуг,Арсуг (Арсух),Арсуг,Арсуг,286,316,331,235,41.86408,47.65011,Daghestan,NA,1990.76062011719,NA,not_kutan
751,NA,Арта-Арки,Kumyk,NA,NA,NA,NA,NA,NA,Арта-Арки,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
3785,NA,Артель Труда (б. кутан б. Сапарали),Kumyk,NA,NA,NA,NA,NA,NA,Артель Труда (б. кутан б. Сапарали),NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA
4369,Artlukh,Артлухъ,NA,NA,Avar,NA,NA,Артлух,Артлухъ,NA,NA,329,367,NA,NA,42.8631,46.6683,Daghestan,NA,2046.63842773438,NA,not_kutan
9030,NA,Арукила,Dargwa,сев.,NA,NA,NA,NA,Арукила,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,Арча-Махи,Dargwa,сев.,NA,NA,NA,NA,NA,Арча-Махи,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
921,Archib,Арчиб,Archi,верхне-андийски,Archi,NA,TRUE,Арчи (Ручь),Арчи (Ручь),Арчи,Арчиб,804,765,126,200,42.0664,46.8678,Daghestan,NA,2009.66833496094,NA,not_kutan
259,Archo,Арчо,Karata,карат.,Karata,NA,TRUE,Арчо (Ачуди),"Арчо (Арчу, Ачуди, Арчубъ)",Арчо,Арчо,326,299,406,346,42.597691,46.305756,Daghestan,NA,1524.14245605469,NA,not_kutan
3109,Archug,Арчуг,Tabasaran,NA,Tabasaran,NA,TRUE,Арчуг,"Арчюг (Арчух, Арзух)",Арчуг,Арчуг,100,102,158,109,41.7843,47.86009,Daghestan,NA,1382.79296875,NA,not_kutan
3137,Asakent,Асакент,Lezgian,NA,Lezgian,NA,TRUE,Аса-кент (Асади-хюр),Аса-Кент (Асади-хюр),Асакент,Асакент,309,273,219,107,41.75759,48.00748,Daghestan,NA,1033.77355957031,NA,not_kutan
289,NA,Асали,Chamalal,NA,NA,NA,NA,NA,NA,Асали,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
3091,Asalikent,Асаликент,Lezgian,NA,Lezgian,NA,TRUE,Асали-кент (Аса-али-ди-хюр),Асали-Кент (Аса-Али-Динор),Асаликент,Асаликент,331,318,339,322,41.6298,48.16777,Daghestan,NA,578.463317871094,NA,not_kutan
3669,NA,Асаул,Nogai,NA,NA,NA,NA,NA,NA,Асса-Аул,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA
4679,Asakh,Асах,Tsez,цезский,Tsez,NA,TRUE,Асахо,Асахо (Асахъ),Асах,Асах,260,311,130,5,42.26311,45.81684,Daghestan,NA,1857.06994628906,NA,not_kutan
1253,NA,Асса-Хахитил,Avar,NA,NA,NA,NA,NA,NA,Асса-Хахитил,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
261,Assab,Ассаб,Avar,NA,Avar,NA,TRUE,Асса,Асса (Ассабъ),Ассаб,Ассаб,946,979,835,1640,42.471596,46.492475,Daghestan,NA,1596.57141113281,NA,not_kutan
89,NA,Ассаколо,Avar,NA,NA,NA,NA,NA,NA,Ассаколо,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
859,NA,Атланаул,Kumyk,NA,NA,NA,NA,Муселим-аул,Муселим-аул,Муселим-Аул,Атланаул,661,557,688,2375,NA,NA,NA,NA,NA,NA,NA
3699,NA,Атлы-Буюнская будка,Kumyk,NA,NA,NA,NA,NA,NA,Атлы-Буюнская будка,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
3299,Atrik,Атрик,Tabasaran,NA,Tabasaran,NA,TRUE,Атриг,Атрио (Чилек),Атрик,Атрик,136,156,188,238,41.88042,47.78046,Daghestan,NA,1743.97839355469,NA,not_kutan
2267,Afna,Афна,Tabasaran,NA,Tabasaran,NA,TRUE,Афна,Афна,Афна,Афна,118,122,97,193,41.902075,47.861413,Daghestan,NA,1077.34875488281,NA,not_kutan
35,Akhalchi,Ахалчи,Avar,NA,Avar,NA,TRUE,Ахальчи,"Ахальчи (Нижний Большой и Верхний Малый А., Горль и Таса Тад А.)",Ахалчи,Ахалчи,894,843,502,734,42.594957,46.631744,Daghestan,NA,1839.25402832031,NA,not_kutan
3461,NA,Ахар,Lak,NA,NA,NA,NA,"Ахар (Акар, Акарлю)","Ахар (Акар,  Акарлю)",Ахар,NA,595,576,411,NA,NA,NA,NA,NA,NA,NA,NA
665,Akhkent,Ахкент,Avar,NA,Avar,NA,TRUE,Ахкенты (Кахаб-росо),Ахкент (Кахаб-Росо),Ахкент,Ахкент,301,330,394,1248,42.57353,47.18488,Daghestan,NA,1544.99975585938,NA,not_kutan
881,NA,Ахмадатор,Avar,NA,NA,NA,NA,NA,NA,Ахмадатор,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
1511,NA,Ахмед,Avar,NA,NA,NA,NA,NA,NA,Ахмед,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1413,NA,Ахмед-Махи,Dargwa,муиринский,NA,NA,NA,NA,NA,Ахмед-Махи,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
